Tenure,CityTier,WarehouseToHome,Gender,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,MaritalStatus_0,MaritalStatus_1,MaritalStatus_2,PreferredLoginDevice_0,PreferredLoginDevice_1,PreferredLoginDevice_2,PreferredPaymentMode_0,PreferredPaymentMode_1,PreferredPaymentMode_2,PreferredPaymentMode_3,PreferredPaymentMode_4,PreferedOrderCat_0,PreferedOrderCat_1,PreferedOrderCat_2,PreferedOrderCat_3,PreferedOrderCat_4,Churn
19.0,1,20.0,0,3.0,3,4,10,1,18.0,1.4873134321277333,4.0,3.0,149.63,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
1.0,3,22.671558443613037,0,3.671558443613037,4,3,7,0,15.671558443613037,1.6715584436130373,2.328441556386963,3.0,178.6209922054089,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,3,12.0,1,3.0,5,3,3,1,12.0,1.09292914437939,2.0,4.0,182.44,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
1.0,1,22.257047266432078,1,3.74295273356792,4,3,3,0,13.25704726643208,2.74295273356792,2.74295273356792,3.0,150.49079797855597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.0,2,14.0,0,2.0,2,1,2,1,14.0,0.787901988292265,1.0,2.212098011707735,123.46118683276143,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
16.188117152201244,2,31.676569039832298,1,3.86468619203354,4,4,7,1,13.86468619203354,3.2706276159329195,2.86468619203354,3.947196655765218,231.3757464496101,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
0.6084864126597913,2,18.566054349360833,1,2.6084864126597913,4,4,9,0,15.650918475958747,1.7830271746804174,5.042432063298957,4.566054349360835,231.20776924221528,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0.5068384318204826,1,20.493161568179517,1,2.5068384318204826,4,4,6,0,15.013676863640965,1.0136768636409652,2.013676863640965,0.5068384318204826,148.3450683843182,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1.0,3,11.84069597938102,1,3.0,5,2,3,1,12.15930402061898,2.9558241237138816,2.9558241237138816,4.15930402061898,182.57381537731993,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
5.441763231554051,2,7.0,0,4.0,4,1,10,1,12.1262180661583,1.0,2.0,5.684454834604249,184.5437727175556,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
0.0,3,13.235298056947117,0,3.0,3,4,2,0,13.0,1.0,1.1176490284735587,0.23529805694711725,126.88529571306357,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1.0,3,12.454714600192197,0,3.0,4,3,3,0,14.0,1.7726426999039013,2.0,1.0,153.1189454438347,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
11.633301992412317,3,16.97497649430924,0,3.0,4,1,2,0,17.97497649430924,1.6833490037938417,6.633301992412317,7.658325498103079,199.71204141485146,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1.0,1,29.0,0,3.0,4,3,6,1,12.0,1.0,2.0,2.0,146.32,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
0.0,1,14.0,0,2.3463217685890037,4,4,5,0,15.346321768589004,1.0,1.6536782314109963,0.34632176858900354,124.08073893172279,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.0,2,14.760944667802734,0,3.0,4,3,2,0,12.760944667802734,2.0,2.0,2.0,127.2414170017041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,32.0,0,4.0,4,4,3,1,20.0,4.058345480510189,8.0,9.0,145.22,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1.1747138917671032,2,9.825286108232897,0,3.8252861082328966,4,3,10,0,14.475858324698692,1.8252861082328968,2.8252861082328966,1.6988555670684127,171.25570461911255,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1,32.0,0,4.0,4,4,3,1,20.0,2.6782212308288753,8.0,9.0,145.22,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
2.8847740382044664,1,13.230451923591067,0,4.0,4,5,8,1,21.942387019102235,2.0,2.942387019102233,2.8847740382044664,149.04,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.759980029656913,2,21.873336661723847,0,3.0,5,1,7,0,14.493346646895391,0.8733366617238478,2.7466733234476957,3.2533266765523043,179.44813206854494,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0.1617642113521096,2,26.48529263405633,0,3.0,4,3,4,1,11.161764211352109,0.1617642113521096,2.0,2.0,145.70808787428703,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1.0,1,27.57255191351419,1,3.0,4,3,3,0,20.57255191351419,1.7862759567570945,2.0,1.0,148.84694065556747,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
15.425412617682234,3,8.425412617682234,0,2.4254126176822335,5,1,2,0,15.425412617682234,4.2762378530467,6.425412617682233,9.425412617682234,309.08531544205584,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
9.0,1,13.733698551314326,0,3.0,3,4,3,1,23.300273913485743,0.5665753621714186,1.0,1.1331507243428371,119.80247127504683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9.0,1,6.0,0,2.0,3,3,1,0,12.826871710825477,0.3910427630581744,1.0,3.826871710825477,121.03360960514749,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1.0,1,18.49884700081799,0,3.50115299918201,4,4,3,0,16.0,1.0,2.0,1.0,151.57866252094885,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2.808463667712367,1,13.205642445141578,0,3.602821222570789,3,4,5,1,15.0,1.0,2.0,4.0,147.7164955479617,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0.5397326187599428,3,29.301336906200287,0,3.0794652375198854,5,3,5,0,13.380802143720171,1.0794652375198857,2.0794652375198854,2.0794652375198854,168.9192294060986,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1.0,1,31.627950052772636,1,3.0,5,3,4,0,13.744099894454727,1.6279500527726358,2.0,2.7440998944547284,146.9440676398475,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
9.0,1,26.371519032045242,0,2.3256961935909515,3,3,4,0,11.651392387181904,0.3256961935909516,1.0,0.6743038064090484,121.57404303100094,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1.0,2,18.129924770237704,0,3.0,4,5,6,0,20.33759403720287,1.4675188074405738,2.0,3.9350376148811477,167.1757187935446,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1.0,1,14.0,1,4.0,6,3,3,1,25.0,2.0,2.0,7.0,185.74,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0.0,3,22.0,0,3.0,3,5,6,0,15.0,1.0,1.0,2.0,153.24,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
18.728105054586567,1,13.423964981804478,0,2.2119824909022388,4,4,7,1,14.211982490902239,1.2119824909022385,4.364052527293285,7.940087545488807,198.57068466477608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.0,3,17.45620501222281,1,2.81873500407427,3,5,2,0,18.18126499592573,1.0,1.0,0.0,119.88952605990049,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9.0,1,24.29011191138566,0,2.6774720221535846,3,4,2,0,13.0,0.0,1.0,0.0,121.81295009971669,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
15.09157529990448,3,10.95421235004776,1,3.0,3,3,9,0,18.954212350047758,4.93131852507164,7.02289382497612,6.93131852507164,184.2800545356877,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17.615164598672123,2,30.84620885033197,0,4.0,4,4,7,0,13.84620885033197,3.7689557483401552,4.999284945684404,3.0,229.27084403645148,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
17.21108452402951,1,14.0,0,3.0,3,3,7,0,11.0,5.552771131007377,8.552771131007377,7.776385565503689,124.09662161300834,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.9573228878945872,1,31.914645775789175,0,3.9146457757891744,4,4,2,1,20.128031336316237,1.1280313363162384,8.085354224210825,9.042677112105412,145.25286137632116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,1,14.0,0,2.0,4,3,2,1,14.0,0.0,1.0,7.0,123.66,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0.0,1,17.0,0,2.932730740476255,4,3,6,0,14.798192221428764,1.0,1.0,0.13453851904749037,147.72291151833338,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0.0,1,19.3006534019865,0,2.424836649503375,3,3,7,0,14.424836649503375,0.4248366495033751,1.0,0.0,148.09784310978307,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0.0,1,14.0,0,2.0,3,4,1,0,17.0,0.0,1.0,2.0,124.22,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
8.548995396864942,1,32.43136154402952,1,3.0,4,4,3,0,20.0,0.31372769119409605,1.313727691194096,2.372544617611808,142.49803681659844,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.574516222266498,1,10.361774333399747,0,4.0,4,3,3,1,12.606370944433376,3.787258111133249,4.968145277833122,5.574516222266498,149.65205894392352,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
1.0,1,9.58240592614741,0,4.0,4,4,2,0,22.16481185229482,1.0,2.0,5.0,156.15919802461755,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.10173837270729402,3,14.694784881878117,0,3.0,3,4,3,1,16.49130813646353,0.20347674541458804,1.101738372707294,3.101738372707294,182.26034767454146,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.0,3,6.829332405141284,1,2.0,5,4,7,0,15.0,0.0,1.0,0.0,167.35,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
1.0,1,30.04740565636979,1,3.0,4,3,3,0,18.95259434363021,1.317531447876737,2.0,1.0,148.98156525115823,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
1.0,1,16.716785165607767,0,3.9527975276012945,4,4,8,1,21.141607417196116,2.0,2.0,1.0,148.98382905784553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
9.0,3,15.524397697753296,1,2.174799232584432,3,5,2,0,18.825200767415566,1.0,1.0,0.0,118.32476213518018,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
9.0,1,28.0,0,2.0,3,3,5,1,11.0,0.0,1.0,1.0,121.32,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1.0,1,7.878238088874725,0,4.0,2,4,3,0,12.0,2.2435238222505496,5.0,8.0,199.46,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1
0.0,1,14.0,1,2.0,3,2,4,1,13.0,0.4782340230480723,1.0,3.0435319539038552,124.05871256547972,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.5061075548467509,3,15.0,0,3.0,4,5,4,0,17.50610755484675,0.5061075548467509,1.5061075548467509,3.0,180.22569193170992,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.0,1,31.0,1,2.76744864163462,3,1,2,1,23.06979456653848,0.2325513583653801,1.23255135836538,1.23255135836538,126.82910245267885,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.0,1,16.0,0,3.0,4,5,9,0,23.079965394359302,1.920034605640698,2.0,4.920034605640698,166.36587442273074,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0.0,1,33.883618152358466,0,2.0,4,3,1,0,22.223276369528307,3.2232763695283073,4.562934586698152,8.446552739056614,145.28318149627077,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
6.26778968725363,1,24.0,1,3.0,5,2,10,0,16.51185979150242,1.877964947875605,2.0,1.3661051563731852,149.28457546351294,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1.0,3,33.0,1,4.0,4,1,3,1,12.0,1.0,2.0,9.0,181.17,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1.0,1,7.0,0,3.0635508261163396,5,4,2,0,16.381304956698038,2.0,2.0,1.0,150.78777726122473,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.8761051925980425,1,7.752210385196085,0,3.752210385196085,2,3,3,0,11.876105192598043,2.371684422205872,5.743368844411744,12.708002681274387,200.281422573075,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
1.0,3,15.166742128752217,0,3.0,4,2,2,0,15.555505247498523,1.2777526237492611,2.0,2.4444947525014777,148.30777073464978,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
16.068832288166448,3,18.851448637551265,1,2.0,1,3,6,1,16.257243187756327,1.8913081746924085,2.0,8.891308174692409,237.04358735834268,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
7.9976724571565745,1,16.99966749387951,1,3.9996674938795107,4,3,3,1,12.0,1.9996674938795107,2.0,2.9993349877590214,154.36078471444438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.01768780961325722,1,34.92924876154697,1,3.0176878096132573,4,3,1,0,11.07075123845303,1.0176878096132573,1.0176878096132573,3.9469365711602284,134.8145860553624,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1.79489367231427,3,13.012765819214325,0,3.0,4,4,7,0,18.397446836157137,2.0,2.0,2.20510632768573,177.9102467841817,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.0,3,8.0,1,2.0,4,4,8,1,12.0,1.6352017808554704,2.0,2.0,199.07,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.38646084115914714,3,16.0,0,2.7729216823182945,4,5,6,0,17.386460841159145,0.38646084115914714,4.454156635363411,1.5458433646365886,204.67540631604524,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9.0,1,8.0,1,2.0,3,5,7,1,14.0,0.5644410906788825,1.0,2.0,120.41999999999999,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
0.8082175444081394,1,16.42465263322442,0,3.0,4,4,2,0,13.424652633224419,1.0,1.8082175444081394,1.1917824555918606,139.30000119258204,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.0,1,14.0,1,3.0,4,1,2,1,24.0,1.0,1.0,0.0,124.38999999999999,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
1.0,1,9.03079682596227,0,2.5153984129811353,3,4,6,0,11.515398412981135,1.0,1.5153984129811353,4.515398412981135,150.10650320720302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,3,7.245746455656137,0,3.0,4,4,3,1,12.0,2.245746455656137,3.0,3.0,148.02,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
0.38050224859241233,2,19.761004497184825,0,2.3805022485924123,3,2,3,1,11.761004497184825,1.9025112429620616,4.283013491554474,4.283013491554474,199.29719947469889,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,1,9.297355048236838,1,3.0,3,4,6,0,13.892065144710516,0.7026449517631611,1.0,2.0,139.90262358391553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.4303371775089212,2,14.0,0,2.430337177508921,4,4,5,0,17.0,0.4303371775089212,1.430337177508921,2.430337177508921,153.51820230650534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,3,6.0,0,3.0,3,3,3,0,15.170664758549998,0.8293352414500016,1.0,2.3413295170999966,129.5900477425515,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0.0,3,14.0,0,2.0,4,3,1,0,16.149259628674162,0.0,1.0,0.0,123.55627048488898,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1.0,1,30.565392081488298,0,3.0,4,3,6,1,14.348088122232447,1.0,2.0,3.5653920814882984,145.5059961176261,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
1.0,1,18.265387409188193,0,3.7346125908118055,4,4,3,0,16.0,1.7346125908118055,2.0,1.0,151.3078493946583,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1.0,3,18.466700836446254,1,3.822233612148752,4,5,3,0,19.17776638785125,2.0,2.0,1.0,144.89802767752147,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0,1,23.841326388985237,0,2.6916180555693194,3,3,4,0,11.69161805556932,1.3083819444306806,1.3083819444306806,0.6167638888613614,198.3325145833292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,2,26.055586605702512,1,4.0,4,3,3,0,13.618051674287186,1.381948325712814,2.0,1.763896651425628,208.7527301072489,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0.0,3,19.0,1,2.0,3,5,3,0,17.0,0.0,1.0,2.0,142.33,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
0.7711053951533864,3,16.68668381453984,1,2.7711053951533864,3,5,3,0,19.31331618546016,1.5422107903067728,1.7711053951533864,1.2288946048466136,142.76953007523744,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,1,14.0,1,2.0,3,1,6,0,12.23264553856268,0.0,1.0,3.232645538562681,123.83052542160824,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.0,1,8.0,1,2.220802629785639,4,1,5,0,12.55839474042872,0.7791973702143609,1.7791973702143609,1.5583947404287217,134.68636855225498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
8.0,1,7.173752595662295,1,3.1737525956622945,4,4,3,1,13.0,2.1737525956622945,3.0,4.0,148.42,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
9.0,3,16.96717101768497,1,2.655723672561656,3,5,2,0,18.344276327438344,1.0,1.0,0.0,119.49340852432483,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1.8480158852494015,1,29.303968229501198,1,3.0,2,5,1,0,13.759920573752993,0.3039682295011972,1.1519841147505985,2.696031770498803,138.56428972083063,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0,2,16.0,1,2.275682530323339,3,4,9,0,15.345904818059967,0.0,4.621587348383306,0.0,202.34873907176578,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0.0,3,21.37628090128163,0,2.792093633760543,3,4,6,0,14.168374535042172,1.0,1.0,1.5841872675210864,154.15686707511603,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3.6431858617667983,1,15.1904031418296,0,2.0,3,3,2,0,11.4047984290852,0.0,1.0,0.5952015709148002,111.1100920412947,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9.0,2,19.383696818512007,1,2.6540757953719982,4,5,2,0,19.72962102314001,0.6540757953719981,1.6918484092560038,0.0,121.27783232068073,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,32.0,0,4.0,4,4,3,1,20.0,4.874582557331353,8.0,9.0,145.22,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
9.780550841655039,2,12.744953780313601,0,2.0,4,1,2,0,15.0,2.05100924393728,10.270458402282241,8.52550462196864,297.0265138659059,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0.4816348465348623,3,22.0,1,3.0,4,2,5,0,13.963269693069725,0.4816348465348623,1.9632696930697247,1.444904539604587,180.54558698915795,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5.938677129136874,1,30.176887145143855,1,3.0,2,3,3,0,21.292451419424584,0.1768871451438544,1.1768871451438545,0.1768871451438544,132.37061472411858,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,21.774157520671263,0,3.3870787603356307,5,4,3,1,24.225842479328737,3.1612362810068926,3.935393801678154,4.9353938016781544,163.1112586181907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0,1,9.0,1,3.0,3,5,6,0,13.0,1.0,1.0,2.0,140.31,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
11.254259226855174,3,16.75141974228506,0,2.2485802577149423,3,2,2,0,18.745740773144828,0.0,5.508518453710348,7.0,175.6948271237692,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.13380373627948872,1,10.732392527441023,1,2.2676074725589777,3,3,2,0,13.0,0.13380373627948872,2.0,1.8661962637205112,135.01479288798328,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0.5814193783760647,3,8.744258135128195,0,3.162838756752129,4,3,9,0,15.0,1.1628387567521294,2.162838756752129,0.5814193783760647,169.33845427404614,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
2.257973584839111,3,15.209662264139851,0,3.0,5,4,8,0,17.161350943440592,2.0,2.0,3.209662264139852,178.30193245282797,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0.41785177022002773,3,17.746444689339917,1,2.417851770220028,3,5,3,0,18.253555310660083,0.8357035404400555,1.4178517702200277,1.5821482297799723,142.56817550902542,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.0,1,14.0,1,2.0,3,2,2,1,13.0,0.31902517276175546,1.0,1.3190251727617555,123.83895597235811,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.0,1,31.0,1,2.1896948481746774,3,3,4,1,20.75877939269871,0.8103051518253228,1.8103051518253228,1.8103051518253228,124.04432916820194,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.0,2,27.61894819300772,0,3.3810518069922786,4,4,2,1,13.237896386015443,1.0,2.0,2.524207227969114,146.31288398788791,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.6470007898229475,1,34.05899763053116,1,4.0,4,4,2,0,12.647000789822947,1.0,2.0,4.676499605088527,161.16487667837376,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0.0,3,29.66278653618093,0,2.0,3,4,2,0,14.491269706407092,0.1656966340452325,2.6686067319095352,9.834303365954767,173.86206080115707,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1.0,2,25.629298806010738,0,3.3707011939892637,4,2,3,0,19.370701193989262,1.3707011939892637,2.0,1.0,150.16796334316993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,1,17.596568833325886,1,3.0,4,5,3,0,16.39771255555059,1.0,2.0,7.806862333348224,167.16977125555505,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0.0,1,35.0,1,3.0,4,4,1,0,11.0,0.9353833201559139,1.0,4.0,134.79,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1
7.744200744277803,2,31.872100372138902,0,3.0,3,5,2,0,13.957366790712967,0.0,1.0,0.1278996278610982,142.69714114052354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.37140856765014074,3,7.485634270600563,0,2.7428171353002817,4,3,8,0,15.0,0.7428171353002815,1.7428171353002815,0.37140856765014074,168.62021730136348,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1
0.0,1,9.531702273308627,0,3.0,3,2,1,1,11.531702273308627,0.2658511366543135,1.0,0.0,128.5246829772669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.0,2,8.061729629612476,0,4.0,4,4,2,0,19.12345925922495,1.0,2.0,5.0,156.6660901234625,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
11.498001504935855,1,34.50066616502138,1,2.0,3,4,3,1,12.499333834978618,2.5033308251069086,5.504663155149672,1.5019984950641452,213.52162834196275,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1.0,3,8.064077112021522,1,3.0,5,2,5,0,12.0,3.5961156680322843,11.467961443989239,3.0,230.53401970896874,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.8507622220498239,1,9.0,0,3.0,3,4,8,0,14.850762222049823,1.8507622220498239,2.0,2.5522866661494716,145.47223322228254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1.0,2,20.0,1,3.0,5,5,6,1,16.0,2.1271997626874497,3.0,1.0,148.35,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
9.0,2,12.864660392140419,1,3.0,3,1,2,1,21.13533960785958,1.0,1.0,2.0,122.47661399212365,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.0,2,25.217389842024335,0,3.0,4,3,2,0,12.243477968404868,1.2434779684048674,2.0,1.0,152.70704312145392,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0,3,12.303421295821936,0,3.0,3,3,2,0,13.0,0.6517106479109683,1.0,0.0,127.38905768559313,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
1.1893140720137336,1,8.189314072013733,1,3.0,4,1,10,0,14.432057783958799,2.6213718559725327,2.8106859279862664,3.3786281440274673,172.99873356896936,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
7.0,1,21.0,0,3.0,3,1,2,0,11.0,0.0,1.0,5.0,179.78,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
0.0,1,14.0,0,2.859565231646946,3,4,2,0,16.71913046329389,0.0,1.0,0.0,124.25806084133905,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1.0,3,14.0,1,3.0,4,4,3,0,14.0,1.3923937215284745,2.0,1.0,151.79,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
3.0,3,12.0,1,3.0,4,1,5,0,15.0,1.0,2.0,1.0,145.86,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1
0.0,3,6.0,0,3.0,4,3,7,1,19.0,0.13314500417809694,1.0,2.0,128.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.0,3,30.0,1,2.0,1,5,2,0,17.0,0.1021495296575381,1.0,0.0,110.91,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1
1.0,1,16.658692146207443,1,3.0,4,2,3,0,12.682615707585112,1.0,2.0,1.6586921462074435,135.33574165473064,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
0.0,3,13.285844292933692,0,3.0,2,4,2,0,13.114337717173477,0.9428311414132617,1.0,0.0,126.81115247767708,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1.5733496150910158,1,9.235533846545312,0,3.808883461636328,3,4,7,0,13.426650384908985,1.808883461636328,1.808883461636328,3.382233076727344,164.28179302360346,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,3,7.305667437752206,1,3.0,5,2,6,0,12.0,2.4585011566283086,11.847166281123897,3.0,230.93028876377446,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
9.0,1,27.720632286065282,0,2.0,3,3,4,1,11.558735427869433,0.2793677139347164,1.0,0.7206322860652836,121.28926955146717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
9.0,3,17.790956654513472,1,2.9303188848378237,3,5,2,0,18.069681115162176,1.0,1.0,0.0,120.16067489015592,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0.0,1,14.0,0,2.0,4,3,2,1,14.0,0.0,1.0,7.0,123.66,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
